apartment_id,building_age_years,wing,entrance,floor,apartment_area_m2,ceiling_height_m,window_quality,heating_type,corner_apartment,room_temp_c,window_ventilation_per_day,humidity_pct,radiator_distance_m,children_count,cat_present,robot_vacuum,tree_species,tree_height_cm,tree_form,stand_type,cut_days_before_jan1,potted_tree,waterings_per_week,mist_spray,tinsel_level,ornaments_weight_kg,led_garland,garland_hours_per_day,survived_to_18jan
apt_train_016364,27,east,9,22,45.1,2.6,normal,central,1,19.2,2,42.0,2.1,0,1,1,fir,204,sparse,simple_stand,3,0,0.0,1,medium,3.85,1,11.8,1
apt_train_016365,27,east,1,8,43.4,2.74,old,central,0,23.4,3,53.0,1.5,1,1,0,spruce,173,normal,bucket,15,0,6.0,0,medium,1.14,1,10.5,0
apt_train_016366,27,east,2,16,21.9,2.74,old,central,1,21.5,3,41.0,0.77,0,0,0,spruce,216,normal,water_reservoir,11,0,8.0,1,medium,2.29,0,4.7,0
apt_train_016367,27,west,9,27,59.5,2.74,new,central,1,20.8,1,39.0,1.18,1,0,0,fir,189,normal,simple_stand,9,0,5.0,1,low,1.59,1,2.2,0
apt_train_016368,27,south,1,5,49.4,2.89,new,central,0,24.1,0,29.0,0.28,1,0,0,spruce,159,sparse,water_reservoir,6,0,9.0,0,high,3.03,1,2.8,0
apt_train_016369,27,east,4,9,66.0,2.75,new,central,0,21.0,1,24.0,0.97,0,1,1,fir,147,dense,bucket,8,0,7.0,1,low,3.62,1,0.0,0
apt_train_016370,27,east,4,6,65.6,2.63,normal,electric_heater,0,24.1,0,43.0,1.25,1,0,0,spruce,85,dense,bucket,8,0,8.0,1,high,1.6,1,15.3,1
apt_train_016371,27,west,10,11,64.9,2.73,old,central,0,20.6,3,62.0,3.5,0,0,1,fir,132,normal,unknown,10,0,4.0,1,medium,1.91,1,5.7,1
apt_train_016372,27,east,5,7,84.1,2.82,old,central,0,22.9,1,49.0,1.35,2,1,0,spruce,198,sparse,bucket,12,0,5.0,1,high,3.26,1,2.4,1
apt_train_016373,27,west,10,2,59.3,2.62,normal,central,0,24.7,1,,1.38,0,0,0,fir,198,normal,water_reservoir,13,0,5.0,0,low,3.43,1,10.7,1
apt_train_016374,27,south,7,3,37.2,2.84,new,central,0,24.7,2,33.0,2.8,1,0,0,spruce,175,dense,simple_stand,0,0,1.0,0,low,1.82,1,8.0,0
apt_train_016375,27,north,12,10,47.3,2.7,normal,central,1,26.0,1,31.0,1.43,0,0,0,spruce,161,normal,water_reservoir,0,0,4.0,0,medium,1.99,1,0.0,0
apt_train_016376,27,west,11,25,33.4,2.63,normal,central,1,24.3,1,39.0,1.47,1,0,1,spruce,190,normal,simple_stand,8,0,1.0,1,medium,2.39,1,6.2,0
apt_train_016377,27,west,1,13,38.1,2.76,normal,central,0,20.4,3,,0.15,0,0,0,fir,153,dense,simple_stand,4,0,7.0,0,low,1.85,1,9.5,0
apt_train_016378,27,north,10,30,99.8,2.89,old,central,0,20.3,3,61.0,0.82,0,0,1,fir,214,dense,bucket,7,0,5.0,0,low,0.42,1,0.0,1
apt_train_016379,27,north,12,5,54.6,2.65,normal,central,1,21.7,1,32.0,0.27,1,0,1,fir,223,sparse,simple_stand,7,0,4.0,1,medium,1.92,1,4.6,0
apt_train_016380,27,south,9,1,18.0,2.67,normal,central,1,22.7,1,28.0,0.66,0,0,0,fir,130,sparse,bucket,10,0,2.0,0,high,4.07,1,11.2,0
apt_train_016381,27,south,6,4,58.8,2.67,old,central,1,22.0,4,,0.85,1,0,0,spruce,192,normal,simple_stand,3,0,5.0,1,low,3.25,0,6.3,1
apt_train_016382,27,south,5,1,73.1,2.59,new,central,0,23.7,1,28.0,0.79,0,0,0,spruce,99,dense,simple_stand,7,0,2.0,1,low,1.28,1,2.9,1
apt_train_016383,27,south,12,1,67.7,2.58,new,central,1,20.5,1,53.0,2.68,2,0,0,fir,109,normal,simple_stand,11,0,4.0,1,medium,2.38,1,7.7,1
apt_train_016384,27,south,10,1,39.0,2.69,normal,central,0,24.4,1,29.0,2.63,0,0,0,fir,161,normal,simple_stand,3,0,0.0,0,high,1.47,1,0.0,0
apt_train_016385,27,north,10,8,71.2,2.59,old,central,0,24.8,2,39.0,1.99,1,0,0,fir,224,normal,simple_stand,4,0,2.0,0,medium,1.96,1,14.4,0
apt_train_016386,27,west,3,26,59.5,2.76,old,central,1,21.7,5,30.0,0.38,2,0,0,spruce,193,sparse,water_reservoir,9,1,5.0,0,low,3.26,0,1.4,1
apt_train_016387,27,west,5,1,40.8,2.73,old,central,0,19.0,2,,1.17,1,1,1,fir,225,normal,simple_stand,8,0,3.0,1,medium,1.72,1,5.1,1
apt_train_016388,27,west,9,18,71.9,2.67,normal,central,1,24.8,2,35.0,1.3,1,0,0,spruce,187,normal,unknown,8,0,2.0,0,low,3.54,1,7.7,0
apt_train_016389,27,east,7,24,69.5,2.67,normal,central,0,22.0,0,31.0,1.05,0,0,0,spruce,201,dense,bucket,8,0,2.0,1,medium,0.0,1,2.0,0
apt_train_016390,27,east,8,22,68.5,2.63,normal,electric_heater,0,24.5,3,38.0,0.98,1,0,1,fir,176,sparse,simple_stand,4,0,2.0,0,low,3.07,0,0.3,0
apt_train_016391,27,south,9,24,41.6,2.79,normal,central,1,25.3,3,29.0,1.43,0,0,0,spruce,139,sparse,bucket,8,0,2.0,0,medium,3.52,0,2.9,0
apt_train_016392,27,south,12,8,77.3,2.73,normal,central,1,22.7,4,35.0,0.22,2,0,0,fir,157,normal,bucket,21,0,4.0,0,medium,3.6,1,0.0,0
apt_train_016393,27,west,5,27,35.0,2.58,old,electric_heater,0,21.8,1,,1.1,2,0,0,spruce,172,sparse,water_reservoir,4,0,11.0,0,medium,3.21,1,9.0,0
apt_train_016394,27,west,12,22,66.3,2.72,normal,electric_heater,1,24.6,1,47.0,1.56,1,0,1,spruce,147,sparse,bucket,9,0,4.0,0,low,3.21,1,7.4,1
apt_train_016395,27,east,7,26,47.9,2.73,new,central,0,21.5,0,30.0,1.01,0,0,0,spruce,157,normal,water_reservoir,11,0,4.0,1,medium,3.06,1,,1
apt_train_016396,27,west,2,13,38.9,2.58,normal,electric_heater,0,23.2,1,37.0,0.33,1,0,1,fir,126,sparse,water_reservoir,15,0,5.0,1,medium,3.14,1,12.8,1
apt_train_016397,27,north,8,5,83.0,2.8,normal,central,0,20.8,0,44.0,0.29,0,0,0,pine,190,normal,simple_stand,11,0,1.0,0,medium,3.32,0,10.6,1
apt_train_016398,27,east,3,20,62.5,2.63,normal,central,1,24.1,2,30.0,0.99,0,1,0,spruce,192,normal,unknown,6,0,2.0,1,medium,3.13,0,0.4,1
apt_train_016399,27,north,9,29,41.6,2.6,new,central,1,21.3,2,28.0,,0,0,1,fir,192,dense,simple_stand,2,0,2.0,1,medium,3.63,1,4.2,0
apt_train_016400,27,west,4,15,100.5,2.45,normal,central,0,22.9,0,45.0,0.82,0,0,0,spruce,144,normal,simple_stand,9,0,2.0,0,medium,2.03,1,14.8,0
apt_train_016401,27,north,2,2,90.0,2.76,old,central,0,20.9,5,41.0,1.6,0,0,1,fir,219,dense,simple_stand,9,0,1.0,1,medium,2.52,1,0.0,1
apt_train_016402,27,south,12,8,55.8,2.88,normal,central,1,22.0,2,38.0,1.38,0,0,0,fir,148,normal,bucket,1,0,3.0,0,medium,3.24,1,6.7,1
apt_train_016403,27,east,8,23,80.2,2.77,normal,central,0,23.6,1,36.0,1.07,0,0,0,spruce,167,normal,simple_stand,8,0,1.0,0,medium,3.66,0,7.2,0
apt_train_016404,27,east,9,15,98.3,2.73,normal,electric_heater,1,23.5,3,41.0,0.24,2,0,0,spruce,193,normal,water_reservoir,6,0,7.0,0,medium,4.11,1,9.6,1
apt_train_016405,27,west,4,7,49.9,2.75,old,electric_heater,0,26.4,2,,0.37,0,0,1,spruce,217,sparse,water_reservoir,8,0,7.0,0,low,1.37,0,0.7,1
apt_train_016406,27,west,4,4,49.8,2.45,normal,central,0,22.5,3,35.0,0.62,0,1,0,spruce,194,normal,water_reservoir,9,0,1.0,0,medium,2.44,0,8.8,0
apt_train_016407,27,west,11,13,46.0,2.85,normal,central,0,22.3,3,29.0,1.36,2,0,0,fir,171,normal,simple_stand,10,0,4.0,1,low,1.53,1,18.4,0
apt_train_016408,27,east,5,7,40.5,2.63,normal,central,0,18.9,0,29.0,0.34,0,0,0,spruce,178,sparse,simple_stand,8,0,3.0,0,medium,3.93,1,10.7,0
apt_train_016409,27,west,6,30,54.2,2.6,normal,central,1,25.2,4,48.0,0.24,0,1,0,fir,183,dense,water_reservoir,9,0,6.0,0,low,1.76,1,10.4,0
apt_train_016410,27,east,5,1,25.2,2.7,normal,central,1,21.8,3,48.0,0.87,1,0,0,fir,109,normal,simple_stand,9,0,3.0,0,medium,1.38,1,9.0,1
apt_train_016411,27,east,4,14,27.6,2.79,normal,central,1,21.7,3,44.0,1.35,2,0,1,spruce,197,dense,simple_stand,6,0,1.0,0,medium,1.79,0,6.3,0
apt_train_016412,27,south,8,16,43.3,2.82,normal,electric_heater,0,22.8,0,,,3,0,0,fir,180,sparse,water_reservoir,1,0,8.0,0,low,1.02,1,8.0,0
apt_train_016413,27,north,7,12,89.0,2.58,normal,electric_heater,0,23.5,2,,1.69,2,0,0,spruce,179,dense,bucket,4,0,8.0,0,low,3.08,1,4.9,0
apt_train_016414,27,east,8,13,54.8,2.55,normal,central,0,20.8,1,43.0,1.89,2,0,1,spruce,186,normal,water_reservoir,13,0,4.0,1,high,3.01,1,19.9,0
apt_train_016415,27,north,9,15,57.5,2.63,normal,central,1,19.0,1,55.0,1.86,0,0,0,pine,141,normal,simple_stand,7,0,3.0,0,low,1.15,1,8.1,1
apt_train_016416,27,west,8,14,66.0,2.8,old,central,0,22.1,3,29.0,1.91,2,1,1,spruce,168,normal,simple_stand,11,0,2.0,0,high,2.68,0,13.9,0
apt_train_016417,27,east,5,3,82.9,2.63,normal,central,0,21.1,1,29.0,1.52,1,0,0,spruce,147,normal,bucket,4,0,4.0,0,high,1.56,1,,0
apt_train_016418,27,west,8,6,49.1,2.8,new,central,0,23.1,2,22.0,0.88,0,0,1,fir,184,normal,simple_stand,11,0,4.0,0,medium,0.0,1,12.0,1
apt_train_016419,27,west,3,20,81.1,2.6,normal,central,1,21.4,2,55.0,0.57,1,0,0,spruce,166,normal,bucket,6,0,5.0,1,high,2.79,1,6.3,1
apt_train_016420,27,south,2,3,55.4,2.77,normal,central,0,21.5,1,38.0,1.52,2,0,0,fir,137,dense,water_reservoir,7,0,5.0,0,high,3.22,1,2.4,1
apt_train_016421,27,east,8,5,65.2,2.78,old,central,0,23.1,1,44.0,0.21,1,0,0,pine,158,normal,simple_stand,10,0,5.0,0,low,0.68,1,10.0,1
apt_train_016422,27,south,1,26,78.8,2.7,normal,central,0,22.3,4,40.0,0.29,1,0,0,spruce,175,dense,simple_stand,9,0,3.0,1,low,1.57,0,9.8,0
apt_train_016423,27,east,10,11,121.5,2.88,normal,central,0,26.1,2,46.0,0.56,0,0,0,spruce,166,dense,bucket,7,0,4.0,1,medium,2.35,1,14.6,1
apt_train_016424,27,west,11,11,64.0,2.67,old,central,0,23.2,4,29.0,0.27,1,0,1,fir,177,dense,simple_stand,10,0,2.0,1,medium,1.22,1,3.2,0
apt_train_016425,27,east,3,13,69.4,2.72,old,central,1,25.3,3,29.0,0.53,1,1,1,fir,171,dense,simple_stand,7,0,4.0,1,low,1.74,1,,0
apt_train_016426,27,south,4,10,41.2,2.62,old,electric_heater,0,25.1,3,42.0,0.52,0,0,0,spruce,165,normal,simple_stand,5,0,2.0,1,medium,2.28,0,3.9,1
apt_train_016427,27,south,12,22,80.3,2.76,normal,central,1,24.2,1,34.0,2.6,0,0,0,fir,174,sparse,simple_stand,10,0,1.0,0,medium,2.28,1,18.1,0
apt_train_016428,27,east,8,10,52.7,2.66,normal,central,0,22.7,0,25.0,1.89,3,0,0,spruce,224,normal,simple_stand,4,0,1.0,0,high,3.02,1,10.3,0
apt_train_016429,27,east,8,18,59.2,2.68,normal,central,0,22.5,0,44.0,2.39,1,0,1,fir,234,normal,simple_stand,13,0,3.0,0,medium,2.84,1,5.0,0
apt_train_016430,27,west,6,30,26.9,2.72,normal,central,1,21.8,3,41.0,1.04,1,1,1,spruce,167,dense,bucket,4,0,3.0,0,medium,3.53,1,6.8,1
apt_train_016431,27,south,7,16,39.6,2.73,new,electric_heater,0,22.4,1,26.0,1.6,3,0,1,fir,147,normal,simple_stand,4,0,3.0,0,medium,1.94,1,8.1,0
apt_train_016432,27,east,1,26,40.1,2.5,new,central,0,22.9,3,50.0,0.93,0,1,1,fir,147,sparse,bucket,10,0,8.0,1,high,3.17,0,5.1,0
apt_train_016433,27,south,8,13,66.1,2.61,normal,central,0,26.4,0,27.0,1.3,3,0,0,spruce,179,normal,water_reservoir,18,0,6.0,1,medium,0.87,0,6.2,1
apt_train_016434,27,north,2,20,73.6,2.83,normal,central,0,22.0,0,50.0,0.63,0,0,0,pine,226,sparse,unknown,5,0,0.0,0,high,,0,8.6,1
apt_train_016435,27,west,11,26,62.1,2.68,normal,central,0,22.9,3,,1.71,0,0,0,spruce,217,normal,bucket,3,0,6.0,0,medium,0.51,1,11.5,0
apt_train_016436,27,east,1,24,50.7,2.69,normal,central,0,23.7,1,39.0,1.0,1,1,1,spruce,252,normal,simple_stand,12,0,2.0,0,medium,4.08,1,12.1,0
apt_train_016437,27,east,10,16,46.7,2.49,normal,central,0,19.1,3,50.0,0.71,2,0,0,pine,172,dense,simple_stand,7,0,2.0,1,medium,2.7,1,9.9,0
apt_train_016438,27,north,2,21,35.3,2.74,new,central,0,22.0,0,46.0,0.87,0,0,0,fir,128,dense,simple_stand,7,0,2.0,0,medium,1.86,0,10.6,0
apt_train_016439,27,north,2,1,25.7,2.81,old,electric_heater,1,21.0,3,50.0,2.25,2,1,0,spruce,195,normal,simple_stand,8,0,5.0,0,medium,2.46,0,12.8,0
apt_train_016440,27,east,12,20,37.7,2.58,old,central,1,23.8,2,49.0,1.38,2,0,0,fir,149,normal,simple_stand,9,0,5.0,0,low,1.15,1,5.0,1
apt_train_016441,27,south,5,15,22.4,2.49,old,central,1,22.4,3,26.0,3.15,3,0,1,spruce,180,dense,bucket,5,0,6.0,1,medium,1.9,0,10.0,1
apt_train_016442,27,west,11,15,57.0,2.63,normal,central,0,23.3,1,38.0,1.26,0,1,1,spruce,184,normal,water_reservoir,10,0,3.0,0,medium,1.59,1,17.1,0
apt_train_016443,27,east,12,4,58.6,2.73,normal,electric_heater,1,18.7,5,48.0,1.17,2,0,1,spruce,144,normal,simple_stand,11,0,4.0,1,medium,2.01,0,8.2,0
apt_train_016444,27,north,11,16,53.1,2.59,new,central,0,25.6,1,19.0,0.47,1,1,0,spruce,143,normal,bucket,1,0,5.0,0,low,2.43,1,1.6,0
apt_train_016445,27,north,9,22,59.1,2.63,normal,central,1,20.5,2,36.0,2.22,1,0,0,spruce,198,normal,water_reservoir,4,0,5.0,0,medium,3.64,0,0.6,1
apt_train_016446,27,east,2,25,54.6,2.61,normal,central,0,23.5,0,64.0,1.1,1,0,0,spruce,186,normal,simple_stand,11,0,0.0,0,high,3.14,1,7.7,0
apt_train_016447,27,north,10,28,48.9,2.76,old,central,0,21.9,2,33.0,2.6,0,1,0,spruce,190,normal,water_reservoir,11,0,7.0,1,high,3.39,0,12.1,0
apt_train_016448,27,north,10,24,45.4,2.58,normal,central,0,22.7,0,43.0,1.44,0,0,1,spruce,239,normal,simple_stand,3,0,2.0,1,high,3.15,1,7.4,1
apt_train_016449,27,east,2,9,66.5,2.67,old,central,0,19.4,4,40.0,0.67,1,0,1,pine,190,sparse,simple_stand,5,0,0.0,0,low,0.88,1,7.9,0
apt_train_016450,27,south,11,6,60.5,,new,electric_heater,0,23.6,1,21.0,0.83,1,0,0,spruce,221,dense,bucket,3,0,2.0,0,low,1.53,1,8.8,1
apt_train_016451,27,east,1,17,63.3,2.74,normal,central,0,20.1,2,,1.21,0,0,1,spruce,207,dense,water_reservoir,7,0,7.0,1,low,4.42,0,11.1,0
apt_train_016452,27,north,4,11,62.7,2.67,old,electric_heater,0,24.9,3,37.0,1.02,1,0,1,spruce,130,dense,bucket,8,0,2.0,1,low,,1,10.9,0
apt_train_016453,27,east,3,5,63.7,2.7,old,central,1,20.7,3,42.0,1.73,0,1,0,spruce,200,normal,simple_stand,6,0,3.0,1,medium,3.5,1,0.0,0
apt_train_016454,27,north,5,19,45.6,2.7,old,central,0,21.2,6,52.0,3.26,0,0,0,fir,201,dense,water_reservoir,1,0,5.0,0,medium,3.22,1,4.2,1
apt_train_016455,27,east,2,7,41.5,2.63,new,central,0,23.8,0,56.0,1.33,1,1,1,spruce,214,normal,bucket,13,0,0.0,0,low,1.06,1,10.5,1
apt_train_016456,27,east,3,27,47.8,2.65,normal,electric_heater,1,21.3,2,23.0,0.64,0,0,0,spruce,159,dense,water_reservoir,9,0,6.0,0,medium,1.96,0,15.0,1
apt_train_016457,27,south,4,15,29.2,2.7,new,central,1,22.6,2,24.0,0.33,0,1,0,fir,217,normal,simple_stand,9,0,0.0,0,high,3.7,1,6.8,1
apt_train_016458,27,south,9,21,72.3,2.64,new,central,1,23.5,3,39.0,0.41,1,0,0,fir,187,normal,simple_stand,11,0,0.0,0,medium,3.95,1,11.4,0
apt_train_016459,27,west,5,9,60.3,2.65,new,central,0,21.0,2,46.0,0.26,1,1,0,spruce,152,dense,water_reservoir,6,0,1.0,0,low,0.58,1,0.7,0
apt_train_016460,27,east,2,1,46.4,2.5,normal,central,0,23.7,2,36.0,2.02,0,0,0,spruce,178,sparse,simple_stand,8,0,2.0,0,medium,3.78,1,0.7,0
apt_train_016461,27,south,3,12,39.1,,new,central,1,23.4,2,43.0,1.54,1,0,0,spruce,249,normal,simple_stand,14,0,4.0,0,medium,2.14,0,4.6,1
apt_train_016462,27,south,4,22,62.6,2.66,normal,electric_heater,0,22.1,2,44.0,0.96,0,0,1,spruce,159,normal,simple_stand,0,0,4.0,0,low,2.96,1,12.5,1
apt_train_016463,27,north,7,25,62.3,2.79,old,electric_heater,0,21.9,2,55.0,1.13,0,0,1,fir,163,normal,bucket,13,0,,0,medium,2.21,1,18.4,1
apt_train_016464,27,south,12,7,36.8,2.75,old,electric_heater,1,24.8,3,33.0,0.97,1,0,0,fir,207,normal,simple_stand,0,0,0.0,1,high,4.11,1,0.1,0
apt_train_016465,27,east,6,28,57.4,2.46,old,electric_heater,1,21.6,4,36.0,0.31,1,0,1,spruce,212,normal,bucket,0,0,1.0,0,medium,3.71,1,6.8,0
apt_train_016466,27,west,12,30,80.6,,normal,central,1,23.4,2,50.0,1.72,0,0,0,spruce,112,normal,simple_stand,15,0,1.0,0,low,1.83,0,6.9,0
apt_train_016467,27,north,8,30,57.3,2.82,new,central,0,23.4,1,46.0,1.97,3,1,0,spruce,109,normal,simple_stand,8,0,6.0,0,high,3.42,1,8.7,1
apt_train_016468,27,west,12,13,90.4,2.86,normal,electric_heater,1,25.4,4,35.0,1.45,0,1,0,spruce,173,dense,bucket,3,0,4.0,0,high,4.33,1,17.7,0
apt_train_016469,27,east,8,17,47.2,2.68,normal,central,0,24.4,2,38.0,0.15,1,0,1,fir,189,normal,simple_stand,6,0,2.0,1,medium,3.1,1,3.1,0
apt_train_016470,27,north,11,27,39.5,2.75,old,electric_heater,0,24.1,2,62.0,1.92,0,0,0,spruce,148,normal,bucket,2,0,4.0,0,medium,2.48,1,6.7,0
apt_train_016471,27,north,8,18,75.4,2.69,normal,central,0,21.3,3,32.0,0.75,0,0,0,pine,85,sparse,simple_stand,11,0,6.0,0,medium,2.93,1,9.2,0
apt_train_016472,27,north,9,27,38.9,2.68,new,central,1,24.8,2,43.0,0.75,0,0,1,spruce,143,normal,simple_stand,13,0,2.0,0,medium,3.37,0,0.0,0
apt_train_016473,27,south,11,8,57.6,2.66,new,central,0,24.5,1,35.0,0.74,0,0,0,spruce,166,normal,simple_stand,0,0,0.0,0,medium,,1,5.5,0
apt_train_016474,27,east,4,16,29.6,2.52,normal,central,1,22.2,2,,1.01,1,0,0,spruce,189,sparse,simple_stand,0,0,6.0,1,low,2.13,1,4.6,1
apt_train_016475,27,east,2,30,78.3,2.55,new,central,0,20.4,0,51.0,1.83,0,1,1,spruce,145,dense,simple_stand,14,0,3.0,0,low,2.18,1,8.2,0
apt_train_016476,27,south,6,8,37.0,2.57,normal,central,1,24.7,3,27.0,0.6,1,0,0,fir,163,normal,water_reservoir,5,1,8.0,0,medium,3.61,0,3.2,1
apt_train_016477,27,south,12,24,45.1,,normal,central,1,24.5,3,48.0,0.36,1,0,0,spruce,255,dense,simple_stand,9,0,4.0,0,low,2.64,1,12.5,1
apt_train_016478,27,west,5,11,25.3,2.8,normal,electric_heater,1,23.5,3,41.0,0.2,0,0,0,pine,163,dense,simple_stand,13,0,3.0,0,medium,2.86,1,9.3,0
apt_train_016479,27,south,8,14,55.5,2.8,normal,electric_heater,0,25.3,0,26.0,1.24,1,0,0,spruce,122,sparse,water_reservoir,0,1,6.0,1,low,3.13,1,6.4,1
apt_train_016480,27,east,4,14,27.5,2.84,normal,central,1,21.2,2,41.0,0.54,0,0,0,pine,85,normal,water_reservoir,3,0,5.0,1,low,1.11,1,7.2,1
apt_train_016481,27,north,12,4,76.9,2.79,old,central,1,18.2,2,48.0,0.94,2,0,0,pine,153,dense,water_reservoir,7,0,8.0,0,low,4.36,0,,1
apt_train_016482,27,north,1,6,55.5,2.95,normal,central,0,22.3,3,52.0,1.1,0,0,0,pine,178,normal,simple_stand,4,0,2.0,1,high,1.02,0,0.0,1
apt_train_016483,27,north,8,15,73.1,2.83,normal,central,0,23.7,1,33.0,3.41,0,1,0,fir,169,dense,simple_stand,12,0,0.0,0,low,0.23,1,7.2,0
apt_train_016484,27,south,4,26,54.3,2.59,normal,central,0,21.0,0,41.0,0.34,3,0,0,spruce,190,normal,bucket,12,0,5.0,1,high,2.44,1,5.0,0
apt_train_016485,27,east,7,28,71.9,2.85,old,electric_heater,0,23.6,2,46.0,1.91,0,0,0,spruce,169,sparse,water_reservoir,8,0,1.0,1,low,2.22,0,0.6,1
apt_train_016486,27,west,7,27,56.5,2.78,old,central,0,21.3,1,35.0,0.23,1,0,1,spruce,198,normal,simple_stand,1,0,2.0,0,high,2.16,1,15.0,0
apt_train_016487,27,east,8,2,86.6,2.61,normal,electric_heater,0,20.0,2,46.0,0.54,0,0,0,spruce,146,dense,simple_stand,9,0,,0,low,2.6,1,4.5,1
apt_train_016488,27,east,6,23,58.6,2.74,normal,electric_heater,1,23.8,3,37.0,0.91,0,0,0,fir,255,normal,simple_stand,8,0,5.0,1,medium,4.33,0,8.7,0
apt_train_016489,27,north,12,30,78.6,2.72,normal,central,1,22.7,1,43.0,1.04,0,0,0,spruce,210,normal,simple_stand,7,0,2.0,0,medium,2.33,0,2.2,0
apt_train_016490,27,east,1,25,36.4,2.49,normal,central,0,22.2,3,19.0,0.44,0,1,0,spruce,134,normal,simple_stand,2,0,1.0,0,medium,3.64,1,16.1,0
apt_train_016491,27,south,3,23,38.3,2.86,normal,central,1,23.7,2,28.0,1.12,0,0,1,spruce,207,normal,simple_stand,6,0,5.0,0,medium,2.65,1,6.1,0
apt_train_016492,27,north,8,10,34.5,2.45,normal,central,1,21.1,1,36.0,0.45,0,1,1,fir,189,normal,bucket,9,0,4.0,1,medium,1.11,0,9.0,1
apt_train_016493,27,north,7,4,51.6,2.57,normal,central,0,20.7,2,39.0,0.32,0,1,0,fir,150,sparse,simple_stand,12,0,3.0,1,low,1.67,1,6.1,0
apt_train_016494,27,west,6,11,78.4,2.76,new,central,1,26.1,1,46.0,1.31,1,1,0,fir,171,normal,simple_stand,2,0,2.0,0,high,3.63,1,0.0,0
apt_train_016495,27,south,8,23,41.9,2.47,normal,central,0,22.0,1,53.0,0.65,1,0,0,spruce,148,normal,simple_stand,10,0,3.0,0,low,1.72,1,9.3,0
apt_train_016496,27,north,7,22,52.7,2.7,normal,electric_heater,0,25.5,0,35.0,0.95,0,1,1,spruce,155,normal,simple_stand,16,0,1.0,0,medium,2.12,1,8.9,1
apt_train_016497,27,south,5,15,42.1,,normal,central,0,25.0,1,30.0,0.17,1,0,0,pine,200,normal,simple_stand,0,0,3.0,0,medium,2.07,0,3.3,1
apt_train_016498,27,east,9,19,33.2,2.69,new,central,1,24.7,2,59.0,,0,0,0,pine,175,normal,water_reservoir,0,0,6.0,1,medium,3.64,1,11.2,1
apt_train_016499,27,south,2,12,73.5,2.83,normal,central,0,20.3,0,40.0,0.4,3,1,0,spruce,227,sparse,simple_stand,8,0,5.0,0,medium,3.38,0,5.3,1
apt_train_016500,27,north,10,1,49.7,,normal,central,0,18.3,3,48.0,0.39,0,0,0,spruce,213,normal,bucket,4,0,,0,medium,1.15,1,5.1,1
apt_train_016501,27,south,10,1,36.3,2.57,normal,central,0,18.4,0,29.0,0.59,0,0,1,fir,138,dense,simple_stand,12,0,3.0,0,low,3.08,0,7.8,1
apt_train_016502,27,west,3,17,79.2,2.67,normal,central,1,24.4,1,39.0,0.55,1,0,0,pine,202,sparse,simple_stand,0,0,4.0,1,high,2.24,1,9.8,1
apt_train_016503,27,south,8,22,40.7,2.61,old,electric_heater,0,22.4,2,46.0,1.46,2,0,0,spruce,200,normal,simple_stand,11,0,3.0,0,medium,1.94,1,4.5,0
apt_train_016504,27,east,7,8,42.2,2.76,new,electric_heater,0,26.0,3,,0.45,0,0,1,fir,203,dense,simple_stand,11,0,1.0,0,medium,1.71,1,3.8,0
apt_train_016505,27,west,10,11,54.8,2.65,normal,central,0,23.9,2,,1.64,1,0,0,spruce,217,normal,simple_stand,17,0,6.0,0,medium,4.81,1,8.1,0
apt_train_016506,27,north,5,10,82.3,2.46,normal,central,0,22.5,1,40.0,2.74,0,0,0,fir,184,normal,simple_stand,9,0,3.0,1,medium,1.55,1,3.1,1
apt_train_016507,27,north,2,27,73.5,2.8,new,central,0,23.1,2,47.0,0.73,1,0,1,spruce,223,dense,simple_stand,10,0,3.0,1,medium,3.18,1,7.4,0
apt_train_016508,27,west,8,11,54.8,2.93,new,central,0,23.9,1,42.0,1.76,2,0,0,spruce,201,normal,simple_stand,10,0,3.0,0,medium,2.69,1,4.3,0
apt_train_016509,27,east,2,25,72.3,2.77,old,central,0,20.2,3,35.0,0.76,0,0,0,fir,222,normal,water_reservoir,8,0,,0,high,4.2,1,6.1,0
apt_train_016510,27,west,1,1,42.6,2.93,normal,electric_heater,0,24.1,0,46.0,1.68,0,0,0,fir,182,sparse,simple_stand,6,0,4.0,1,medium,3.06,1,4.2,0
apt_train_016511,27,south,9,23,72.0,2.7,normal,central,1,23.4,4,44.0,0.87,3,0,1,fir,91,normal,simple_stand,11,0,2.0,0,medium,4.88,1,0.0,1
apt_train_016512,27,south,10,22,18.0,2.72,new,central,1,20.0,2,25.0,0.23,0,0,0,fir,162,sparse,simple_stand,9,0,0.0,0,medium,1.79,1,4.4,0
apt_train_016513,27,east,7,2,61.2,2.79,normal,central,0,22.3,3,44.0,0.75,2,0,1,spruce,153,dense,bucket,4,0,2.0,1,medium,4.05,1,,1
apt_train_016514,27,south,4,7,18.0,2.8,old,electric_heater,1,24.1,3,41.0,0.23,2,1,1,spruce,125,normal,bucket,10,0,4.0,0,medium,1.81,0,0.0,1
apt_train_016515,27,west,1,4,51.1,2.66,old,central,0,20.2,2,51.0,0.76,0,0,0,spruce,157,normal,simple_stand,4,0,,0,medium,3.81,1,8.5,0
apt_train_016516,27,south,3,17,70.8,2.87,normal,central,1,22.6,3,46.0,1.17,1,0,1,spruce,179,normal,simple_stand,14,0,1.0,0,low,1.26,1,5.5,0
